ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16_20_COMP_Total,E_16_20_COMP_Dem,E_16_20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16_22_COMP_Total,E_16_22_COMP_Dem,E_16_22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep
89,89,154554,56043,70835,25471,3752,3381,538,171347,50745,86786,30980,4612,1793,314,177515,45674,95798,32124,4966,6040,371,170052,48451,86433,31609,5559,1587,498,173882,44150,93982,32150,5669,1652,543,115849,47254,50171,16586,2777,2338,385,93028,42406,32837,14358,2644,677,55,134359,39349,69210,22354,3766,4237,303,134359,39349,69210,19256,3041,157,111,599,2636,94719,40165,34891,15356,3036,621,50,96210,37154,39212,16024,2808,340,140,43775,27517,15829,43158,28538,14620,49935,30994,17262,48720,28661,18530,41250,26653,14597,41272,26617,14179,40702,25094,14835,46464,28727,17080,58161,34352,23243,41551,23685,17456,33654,17035,16083,33715,16508,16900,33377,16669,16708,33086,16886,16200,33470,17966,15504
90,90,159464,95043,18334,42447,4043,862,384,177044,97975,24500,49544,5058,796,514,179439,96623,26023,49521,5494,2050,255,180709,96976,26312,51795,5244,873,253,181275,90576,28917,56234,4894,1121,200,131934,85659,13470,29879,3014,622,268,130788,85622,14088,27281,2540,469,163,151729,88856,20161,36492,4370,1578,192,151729,88856,20161,33862,3444,167,48,931,4260,134085,84330,15689,29496,3052,565,239,133966,80795,16748,32164,2946,595,75,73346,46697,26121,73656,45879,27777,81857,49007,30411,80111,45968,32039,72587,45471,27116,72575,45601,26472,71831,43310,27366,78841,47830,30049,95316,57585,36884,73368,42126,30644,64032,34318,28894,64158,33455,30351,63484,33151,30333,62951,33428,29523,63553,35448,28105
91,91,158494,125607,19494,8102,4604,591,186,171826,129089,26664,8209,6160,865,307,180714,124824,28829,11885,7855,1578,255,176580,129503,28371,10228,7207,729,250,182420,127621,29049,11894,7631,1684,197,133450,108200,15218,5933,3502,420,149,130175,104950,15474,5373,3475,661,30,152122,108862,22281,9245,5991,1220,166,152122,108862,22281,7334,4878,112,37,1703,6915,133135,105235,17078,6147,3912,456,25,137345,106655,18710,7124,4178,512,25,83287,45966,36825,82431,41233,41198,90074,46827,40817,88185,42109,44266,80359,43124,37235,79690,42353,36837,78891,40471,37005,86690,44782,40923,103964,53950,49282,83724,41377,41781,76409,35566,40211,76533,34628,41633,75605,34163,41442,75057,34276,40781,75695,36305,38500
92,92,156448,124272,16440,10449,4925,510,158,176383,128803,25187,15014,7290,957,26,179284,126127,25483,15408,7547,1503,185,179040,129861,27861,14260,6891,869,26,180142,124239,28795,17240,7045,1941,177,131089,108098,11954,7147,3558,339,117,137516,110311,14697,7970,3650,313,10,151592,111641,19202,11368,5673,1095,146,151592,111641,19202,9440,4861,110,30,1260,5048,138560,110357,16256,7555,3561,439,10,140432,107982,18142,9406,3727,663,20,89376,60741,28200,88017,55497,32520,98539,59339,37188,96494,55055,39629,89905,55748,34158,89584,55192,33846,88648,52952,33970,96250,57809,37430,114934,68580,45724,94896,55098,39282,89114,49871,38585,89266,48909,40043,88227,48085,40142,87688,48831,38857,88510,51504,36826
93,93,161312,99623,33592,22182,6597,944,359,184480,97273,48164,32595,7940,855,131,180537,90987,48806,30528,9453,2329,315,183562,94300,49268,33074,8794,1068,143,179664,89125,47947,33382,8780,1055,195,122062,79877,23371,14501,4570,633,248,124208,77703,24883,16597,4256,489,75,140854,76190,35176,21588,6880,1746,217,140854,76190,35176,18924,5815,140,39,847,3723,124213,75656,25990,17143,4448,521,70,125254,73821,27521,18371,4754,414,80,72498,43323,28735,74634,42767,31867,83532,45331,35843,81877,42230,37795,73718,42299,31418,73609,42069,31005,72660,39454,31898,80397,44161,35214,97759,53688,43262,76346,39983,35770,68054,33640,33765,68160,32656,35180,67437,32233,35204,66932,32635,34297,67574,34855,32719
94,94,163281,92796,29664,36897,4555,863,352,173761,90425,37284,40954,5289,833,454,178736,92460,39181,39381,6198,2449,314,177570,93239,36244,42590,5143,1173,292,176239,91455,36415,40088,6862,1616,346,126264,76514,20681,25931,3337,620,255,127093,76218,20824,26300,3111,528,4,144186,79557,28892,29332,4814,1842,239,144186,79557,28892,26825,3789,185,52,833,4053,131307,78954,22120,26474,2831,737,0,130870,78083,23007,24844,3892,802,96,71719,41431,29733,73504,41379,32125,82293,41870,38199,80915,40543,38604,72927,38455,34472,72491,37833,34057,71876,35772,34900,79309,40429,38030,96795,48038,47980,76975,36342,40140,70504,30591,39273,70634,29794,40528,69883,29353,40530,69262,29790,39472,69724,29980,39744
95,95,157414,88065,31520,29853,8214,828,413,181861,87405,45404,40686,9448,901,205,181346,76562,44785,42579,11797,1942,337,184472,87589,43883,43482,9599,420,408,181946,78305,43633,46384,10860,1871,288,120289,70704,22986,20560,5956,587,299,123013,67612,26022,23853,4963,174,60,141565,62947,33879,31262,8809,1484,263,141565,62947,33879,27384,7267,153,52,2268,7615,125229,67257,25928,26309,5177,220,15,124634,62294,26709,28743,5982,548,0,67436,42438,24584,67536,42144,25392,79413,48403,28890,77618,45581,30232,66110,43019,23091,68219,43593,24127,67232,42362,23836,75251,46741,27633,93771,57493,35552,69616,41249,27805,59923,33691,25680,59995,32426,27176,59033,32502,26531,58700,32308,26392,59061,33577,24512
96,96,157882,79459,38826,31993,8990,833,378,172433,67972,51881,45974,9244,1437,220,180503,62407,57393,49738,11368,1918,363,174745,67831,52083,46870,10000,1820,191,178352,61791,56840,51347,10807,1435,75,120339,64692,28265,21551,6507,559,272,113960,54413,28947,25427,4514,317,39,141086,52772,43627,35708,8553,1448,274,141086,52772,43627,31102,7111,154,63,1468,4789,119205,54705,31490,26838,5336,434,19,123190,51405,34640,30027,6186,566,55,71771,47847,23512,72982,48636,24346,81229,52909,25863,79499,50302,27351,65602,45271,20331,68005,46209,21304,67036,44852,21073,75490,49911,24563,92315,60021,31542,67711,42935,24173,56165,33854,21768,56213,32741,23065,55352,32887,22465,55103,32921,22182,54791,33426,20887
97,97,160606,38623,29933,88602,5558,1031,735,171155,30216,36708,99423,7024,2218,460,181456,27544,38957,110559,6494,1808,454,172145,30431,34887,99975,8948,2010,833,176975,27192,38896,106175,7955,2039,408,122310,34410,22912,61898,4313,721,592,105480,24573,20616,55669,3444,558,64,141121,24672,30463,81759,5269,1426,371,141121,24672,30463,76007,4033,213,50,1241,4442,107639,25224,19982,56430,4509,544,125,113129,23239,23589,60783,4413,574,143,61117,49446,11347,64072,53707,10365,69140,56306,11370,67732,54195,12286,57507,48610,8896,59766,50499,8950,58911,49032,9194,65174,53712,10902,78973,63614,14791,56393,45157,10841,44632,34573,9618,44668,33843,10452,44038,33991,10047,43904,34098,9806,43108,33961,9147
98,98,161631,66679,29188,62312,3357,968,466,180489,61352,40297,74134,5350,4000,229,183663,56677,44411,70698,4904,2322,310,182596,59504,45154,74245,4741,3038,242,185017,56458,48922,72080,5121,5301,200,129187,59895,22155,43994,2646,705,365,112589,48624,17556,43222,1986,658,14,147364,51480,34086,51525,3978,1864,242,147364,51480,34086,47799,3053,186,58,2724,7978,112739,45683,20321,44085,1532,589,34,115663,45869,23425,43329,1924,817,49,60054,44506,15112,60137,44870,15267,67652,48565,17460,66148,46923,17669,54984,41384,13600,57440,42642,14425,56628,41539,14347,63104,45872,16615,77087,54204,22264,56645,39200,17028,47171,30926,15745,47222,30089,16758,46535,30172,16363,46341,30247,16094,46038,30371,15246
99,99,169512,48209,23428,95897,3461,1017,640,193496,48356,32813,110654,3163,1513,387,180790,43855,33436,99818,4365,2327,377,193498,49231,32418,108974,3551,1322,305,188399,44556,34402,106265,3085,1775,501,129949,42509,17612,68040,2667,748,491,123322,41562,16277,63311,1357,473,73,142035,39210,25493,73885,3488,1853,313,142035,39210,25493,69475,2517,246,40,891,4163,125550,41563,16810,64639,1874,461,48,121034,37994,18620,61429,1998,657,198,71637,57571,13577,73944,60361,13583,77223,60624,14834,75744,58941,15276,64015,52077,11937,66269,53494,12391,65337,51960,12601,71956,57145,14239,84636,65686,18340,63358,48695,14255,51886,38500,12889,51910,37540,13959,51274,37608,13666,51070,37607,13463,50494,37589,12638
100,100,165562,124360,21797,15115,3322,944,295,169983,116042,30849,18647,4486,1188,196,182865,121383,33328,17788,5286,2326,277,169648,116480,31388,16653,4815,1291,335,176218,114363,33411,19242,5124,1733,244,143114,111331,17091,10975,2721,796,236,129594,98766,17445,10520,2098,664,28,159791,110714,26751,13274,4263,1873,200,159791,110714,26751,11035,3275,212,56,1656,6092,131075,100148,18433,9228,2303,688,73,135734,99273,21692,10633,2995,852,55,81548,41042,39858,83491,40033,43458,91023,43963,44317,89047,42503,44403,75427,39315,36112,78813,39494,38767,77749,38321,38302,85890,42676,42262,105067,52570,51704,82791,39395,42817,75747,34440,40686,75823,33293,42167,74693,32852,41841,74255,32589,41666,74561,33890,39462
101,101,158484,89178,43848,20956,5368,1590,301,174336,79189,63597,25646,8074,1800,426,179020,80206,63444,26843,7904,2621,377,174549,75736,68716,25329,8476,1585,169,175009,74396,69687,25564,7468,1718,367,130384,77115,34330,15126,4297,1132,228,115940,61516,34812,14002,4272,890,191,147079,69139,50673,20079,6335,2055,296,147079,69139,50673,16514,4869,454,94,1105,4231,116740,57940,39722,13446,4519,752,4,116508,57124,40044,13905,4205,902,144,61684,39221,21944,61902,39030,22872,68472,41066,25255,66688,38892,25946,54325,34602,19723,56101,34668,20887,55143,33643,20493,63073,37955,24297,79344,44958,33728,57232,32102,24650,47632,24442,22669,47686,23700,23653,46878,23813,23065,46656,23719,22937,46462,24512,21950
102,102,165862,96356,43440,18571,8572,897,276,180540,83738,62052,23358,12213,1258,339,183490,79609,66432,24858,12986,1961,326,186286,81976,65556,25974,13652,1365,352,184724,77021,67250,29181,13855,1366,166,128157,76912,32225,13292,6345,591,203,126879,67345,39229,13767,5588,435,122,144997,65823,50593,18624,9702,1470,246,144997,65823,50593,14716,8008,158,40,1097,4562,130464,66394,41448,14915,6275,482,165,128149,61978,42687,16063,6071,320,0,81674,49079,32117,81323,48116,33207,92307,54101,35406,90392,50672,37613,76807,47537,29270,78931,47291,31032,77582,45928,30396,86725,50980,34582,104942,60427,43666,80101,45019,34420,69400,36786,32000,69462,35669,33400,68324,35497,32827,67993,35335,32658,67734,36471,31263
103,103,175233,61912,78527,24378,12521,891,251,184277,60070,87142,24069,16355,1084,738,182670,44802,94681,26698,16685,1799,278,185780,58879,84546,30590,15737,1531,630,181679,50836,87924,28265,16015,1983,266,124257,44233,55643,17029,8653,562,181,117057,40636,53208,13635,8325,309,150,138088,35015,71223,19842,12000,1347,204,138088,35015,71223,15928,10287,116,34,966,4519,120000,41260,51515,18318,7339,323,145,116840,37385,52110,17993,8015,334,210,73563,43204,30017,75945,45252,30693,87287,54986,29655,85951,47959,36352,71246,45022,26224,73281,45636,27160,72180,44119,26946,81906,49633,31249,102104,60110,41196,75896,43546,31717,65371,34262,30565,65412,33326,31714,64566,33615,30951,64276,33184,31092,64252,34754,29498
104,104,153031,24068,55881,70697,6476,757,394,172240,23501,67638,77551,8330,786,290,176085,18079,78434,75490,8491,1564,297,172991,22193,69217,79349,7894,978,345,171736,20049,72688,77637,7146,1415,213,114315,19990,42570,49585,4852,496,317,115236,19094,42269,48762,4176,384,20,138416,15119,62721,56995,6574,1208,227,138416,15119,62721,50801,5472,138,29,1074,3062,115607,17937,43261,49492,3917,369,25,114772,16330,45519,48716,3524,238,0,61070,47602,13178,64119,51552,12567,70759,55226,13937,69564,51350,16982,58213,46257,11957,59838,47570,11901,59072,46295,12058,66483,51051,14837,82454,59655,22249,58757,42490,15849,47447,31748,15240,47440,30958,16100,46826,31166,15660,46603,31147,15456,46458,31932,14526
